"element_id","sentence_id","word_count","sentiment"
1,1,13,0.277350098112615
2,1,18,0
3,1,9,0
4,1,6,0
5,1,8,0
6,1,6,0
7,1,7,0
8,1,14,0
9,1,6,0.408248290463863
10,1,2,0.707106781186547
11,1,2,0
12,1,2,0
13,1,7,0.377964473009227
14,1,5,0
15,1,7,-0.377964473009227
16,1,4,0
17,1,1,0
18,1,1,-1
19,1,1,1
19,2,NA,0
20,1,2,0
21,1,2,0
22,1,1,0
23,1,3,0
24,1,2,0
25,1,8,0
26,1,8,-0.353553390593274
27,1,5,-0.447213595499958
28,1,8,-0.353553390593274
29,1,8,0
30,1,15,1.28066649314592
31,1,2,0
32,1,7,0
33,1,2,0
34,1,11,-0.301511344577764
35,1,3,0
36,1,10,0.316227766016838
37,1,5,-0.447213595499958
38,1,13,-0.277350098112615
39,1,3,0
40,1,3,0
41,1,2,0
42,1,8,0
43,1,2,-0.707106781186547
43,2,NA,0
44,1,11,-0.301511344577764
45,1,6,0
46,1,6,0
47,1,21,0
48,1,19,0
49,1,27,0.346410161513775
50,1,5,0
51,1,14,-0.267261241912424
52,1,9,-0.333333333333333
53,1,9,0
54,1,28,0
55,1,27,0
56,1,8,0
57,1,13,0
58,1,36,0
59,1,18,0
60,1,8,-0.353553390593274
61,1,16,0.25
62,1,4,-0.5
63,1,3,0
64,1,19,0
65,1,15,-0.516397779494322
66,1,19,-0.229415733870562
67,1,1,0
68,1,10,0
69,1,11,0
70,1,9,-0.333333333333333
71,1,11,0
72,1,19,-0.908486306127425
73,1,7,0
74,1,26,0.196116135138184
75,1,12,-0.288675134594813
76,1,3,-1.73205080756888
77,1,6,0
78,1,43,-0.530695024757464
79,1,17,0
80,1,8,-0.353553390593274
81,1,14,0
82,1,9,0
83,1,11,-0.301511344577764
84,1,10,0
85,1,19,-0.688247201611685
85,2,NA,0
86,1,18,0
87,1,9,0
88,1,14,-0.293987366103667
89,1,4,-0.5
90,1,6,0
90,2,NA,0
90,3,NA,0
90,4,6,0
91,1,21,0
92,1,1,-1
93,1,11,0
93,2,2,0
94,1,15,0
95,1,12,0
96,1,10,0
97,1,21,0
98,1,1,-1
99,1,9,-0.333333333333333
100,1,2,0
101,1,1,1
102,1,6,-0.0204124145231932
103,1,3,1.15470053837925
104,1,13,0
105,1,24,0
106,1,2,1.27279220613579
107,1,3,0
108,1,6,0.408248290463863
109,1,6,0
110,1,9,-0.0166666666666667
111,1,10,0
112,1,5,0.894427190999916
113,1,8,0.707106781186547
114,1,2,0.707106781186547
115,1,14,0.534522483824849
116,1,6,0
117,1,2,0
118,1,3,0.577350269189626
119,1,2,0.707106781186547
120,1,13,-0.277350098112615
121,1,4,0.5
122,1,2,0.707106781186547
123,1,5,0.894427190999916
124,1,6,0.816496580927726
125,1,14,0
126,1,22,0.912499066002013
127,1,18,1.00880567449281
128,1,1,1
129,1,18,0.471404520791032
130,1,3,0
131,1,14,0.662807879942813
132,1,9,0.333333333333333
133,1,9,0
134,1,3,0.577350269189626
135,1,9,0.6
136,1,7,0.755928946018454
137,1,2,0.707106781186547
138,1,17,0.921635375138065
139,1,13,0.554700196225229
140,1,10,0.316227766016838
141,1,8,0
142,1,13,0.687828243319284
143,1,16,0.25
144,1,1,1
145,1,11,0.301511344577764
146,1,22,0
147,1,7,0
148,1,4,0.9
149,1,6,1.46969384566991
150,1,3,0.577350269189626
151,1,13,0.221880078490092
152,1,16,0
153,1,24,-0.204124145231932
154,1,10,0
155,1,18,0.235702260395516
156,1,9,0
157,1,5,-0.447213595499958
158,1,1,-1
159,1,2,0
160,1,1,-1
161,1,20,0.0447213595499958
162,1,10,-0.316227766016838
163,1,25,0
164,1,4,0
165,1,20,0
166,1,7,0
167,1,2,-0.707106781186547
168,1,9,0
169,1,15,0
170,1,5,-0.447213595499958
171,1,4,-0.5
172,1,7,0
173,1,10,0
174,1,16,0
175,1,4,0
176,1,9,0
177,1,10,0
178,1,9,0
179,1,19,-0.229415733870562
180,1,11,0
181,1,5,0
182,1,1,-1
183,1,4,-0.5
184,1,33,-0.292450462005572
185,1,18,0.235702260395516
186,1,9,0
187,1,11,0
188,1,10,0
189,1,5,0.447213595499958
190,1,10,0.316227766016838
191,1,10,0
192,1,2,0
193,1,9,0.333333333333333
194,1,10,0
195,1,17,-0.242535625036333
196,1,8,0.353553390593274
197,1,5,0.447213595499958
198,1,9,0.533333333333333
199,1,18,0.820243866176395
200,1,1,0
